7;Конструкции железобетонные. Фундаменты. Изделия;65-ХСА-1/24;7;КЖ.И;1;B;65-ХСА-1/24-КЖ1.И-В;;;;;;;;;;;;;;30.04.2025;Загружен, вышел новый изм;принят;;;"07.04.25 выдана версия для ВОРов
07.05.25 выдана итоговая версия
Изм.1 - КРП выдал 19.11.25";"23.05.2025
20.11.25 - Изм.1";"17.10.25 - бум.версия - ЖилСтройСити
19.01.26 - эл. Версия - Изм.1 - ПаксМеханизация"
8;Конструкции железобетонные. Цокольные панели;65-ХСА-1/24;8;КЖ;2;B;65-ХСА-1/24-КЖ2-В;;;;;;;;;;;;;;30.04.2025;Загружен, принят;принят;;;"07.04.25 выдана версия для ВОРов
07.05.25 выдана итоговая версия
Изм.1 - КРП выдал 18.02.26";"26.05.25
18.02.26 - Изм.1";"19.01.26 - эл. Версия - ПаксМеханизация
18.02.26 - Изм.1 - эл. версия - ПаксМеханизация"
9;Конструкции железобетонные. Цокольные панели. Изделия;65-ХСА-1/24;9;КЖ.И;2;B;65-ХСА-1/24-КЖ2.И-В;;;;;;;;;;;;;;30.04.2025;Загружен, принят;принят;;;"07.04.25 выдана версия для ВОРов
07.05.25 выдана итоговая версия";27.05.2025;"17.10.25 - бум.версия - ЖилСтройСити
19.01.26 - эл. Версия - ПаксМеханизация"
10;Конструкции железобетонные. Доклевеллеры;65-ХСА-1/24;10;КЖ;3;B;65-ХСА-1/24-КЖ3-В;;;;;;;;;;;;;;30.04.2025;Загружен, принят;принят;;;"07.04.25 выдана версия для ВОРов
07.05.25 выдана итоговая версия";20.05.2025;19.01.26 - эл. Версия - ПаксМеханизация
11;Конструкции железобетонные. Доклевеллеры. Изделия;65-ХСА-1/24;11;КЖ.И;3;B;65-ХСА-1/24-КЖ3.И-В;;;;;;;;;;;;;;30.04.2025;Загружен, принят;принят;;;"07.04.25 выдана версия для ВОРов
07.05.25 выдана итоговая версия";20.05.2025;"17.10.25 - бум.версия - ЖилСтройСити
19.01.26 - эл. Версия - ПаксМеханизация"
12;Конструкции железобетонные. Колонны;65-ХСА-1/24;12;КЖ;4;B;65-ХСА-1/24-КЖ4-В;;;;;;;;;;;;;;30.04.2025;Загружен, принят;принят;;;"07.04.25 выдана версия для ВОРов
07.05.25 выдана итоговая версия
Изм.1 - КРП выдал 13.03.26";"20.05.25
16.03.26 - Изм.1";"19.01.26 - эл. Версия - ПаксМеханизация
16.03.26 - эл. Версия - Изм.1 - ПаксМеханизация"
13;Конструкции железобетонные. Колонны. Изделия;65-ХСА-1/24;13;КЖ.И;4;B;65-ХСА-1/24-КЖ4.И-В;;;;;;;;;;;;;;30.04.2025;Загружен, принят;принят;;;"07.04.25 выдана версия для ВОРов
07.05.25 выдана итоговая версия
Изм.1 - КРП выдал 30.05.25";02.06.2025 - Изм.1;"17.10.25 - бум.версия - ЖилСтройСити
19.01.26 - эл. Версия - Изм.1 - ПаксМеханизация"
14;Конструкции железобетонные. Полы. Отбойники.;65-ХСА-1/24;14;КЖ;5;B;65-ХСА-1/24-КЖ5-В;;;;;;;;;;;;;;30.04.2025;Загружен, принят;принят;;;"КРП выдал 24.06.25
Изм.1 - КРП выдал 06.11.25";06.11.25 - Изм.1;"28.07.25 - эл.версия - Пакс-Механизация
19.01.26 - эл. Версия - Изм.1 - ПаксМеханизация"
15;Конструкции железобетонные. Плиты перекрытий;65-ХСА-1/24;15;КЖ;6;B;65-ХСА-1/24-КЖ6-В;;;;;;;;;;;;;;30.04.2025;Загружен, принят;принят;;;КРП выдал 24.06.25;09.07.2025;19.01.26 - эл. Версия - ПаксМеханизация
16;Конструкции металлические. Покрытие;65-ХСА-1/24;16;КМ;1;B;65-ХСА-1/24-КМ1-В;;;;;;;;;;;;;;30.04.2025;Загружен, принят;принят;;;"15.04.25 выдана версия для ВОРов
КРП выдал 02.06.25
Изм.1 - КРП выдал 06.11.25 (tessa)";"02.06.25
30.04.26 - Изм.1";"19.01.26 - эл. Версия - ПаксМеханизация
30.04.26 - эл.версия - Изм.1 - ПаксМехаанизация"
